Longitude,Latitude
6.947242061712961,50.33537820523929
6.947557397165651,50.3355855422116
6.94796549229512,50.33584893677666
6.948183347270581,50.33599714928359
6.948542930596096,50.33622393462726
6.948742157089978,50.33635702142544
6.948743137037661,50.33637419963736
6.948924898606377,50.3364900458583
6.949122760686157,50.33661707819357
6.949273715326465,50.33671414325056
6.949464353633865,50.33683925739474
6.949663597879868,50.33696842068646
6.949736037917336,50.33701675961034
6.949749411798778,50.3370136012089
6.949802562097361,50.33705673284476
6.949841307890575,50.33709513917807
6.949868033730615,50.33713324939875
6.949886700941472,50.3371745617071
6.949892356103351,50.33719353396584
6.949894947789557,50.33722083540949
6.949897051234915,50.33724852298713
6.949900791770816,50.33727503176166
6.949896247927294,50.33730797035578
6.949892743477544,50.33733374095739
6.94988220320405,50.33737485725339
6.94986353528278,50.33741034105255
6.949840286110673,50.33744501067414
6.949797344144151,50.3374903742008
6.949765346762566,50.33751781710797
6.949735096893437,50.3375437042577
6.949695447082023,50.33756786450544
6.949645377525981,50.3375935954165
6.949581619137093,50.33761660193156
6.94952767593205,50.33763240811884
6.949443481625943,50.33765060961088
6.949362680863763,50.33765893416779
6.949275012261785,50.33765905013539
6.949212163351288,50.3376565593758
6.949148077688012,50.33764727212886
6.949026747457809,50.33763570132314
6.949018804880193,50.33764302164074
6.948868932023869,50.33762195644643
6.94854565994774,50.33757959957259
6.948207376349567,50.33753666156381
6.947941638763311,50.33750152503662
6.947717870622714,50.33747117541959
6.947471050973395,50.33741695791157
6.947222467195613,50.33735983808055
6.947129855215668,50.33733619530666
6.946637717842794,50.33719958671143
6.946364950419365,50.33711448105549
6.946317152100283,50.33708982862648
6.946242083262277,50.33706703049601
6.94619136774813,50.33705160132519
6.946197459723233,50.33704639689999
6.946190582730878,50.33704174894085
6.94616717645558,50.33702951002687
6.9461503067339,50.33701512837408
6.946141498031753,50.33700472406714
6.946138129366526,50.33698532663264
6.946140215016259,50.3369677102791
6.946128298409957,50.33696320222708
6.946136292390054,50.33695388817813
6.946153716885881,50.33690158886566
6.94618203814372,50.33684854579246
6.94616436853932,50.33684384733801
6.946187217749684,50.33680006338972
6.946195927464734,50.33676755900455
6.94621720510936,50.33665964142644
6.946082466947052,50.33664004460619
6.945401596278387,50.33652070038072
6.945018010104342,50.336457397513
6.944760326539717,50.33641569915574
6.943759423807821,50.33624807544423
6.942551570915716,50.33604247121361
6.941931699647361,50.33593822910333
6.941355748633161,50.33584156998604
6.940800663878059,50.33574659513956
6.940632339020607,50.33571709687363
6.940610442976009,50.33570719826038
6.940471721622186,50.33568017007627
6.940403521580771,50.33566432823194
6.940308336486146,50.33563724909626
6.940220634846654,50.33561114326011
6.940146614030358,50.33558532949966
6.940072521776186,50.33555773738177
6.94002397405842,50.33553826489756
6.939965102786823,50.33551171258402
6.93990050975434,50.33548106315685
6.939809702540531,50.33543282390072
6.939753069038903,50.33540024473834
6.939646260023311,50.3353312508073
6.939573131799555,50.33527967264817
6.939556549822903,50.33528080328878
6.93914513787881,50.33496041791603
6.938650934379047,50.33457081917536
6.938134169238648,50.33416809069069
6.937603128379521,50.33375595789091
6.937124329175757,50.33337968191252
6.936778215854133,50.33311037129758
6.93669284769835,50.33304371646644
6.936685624258743,50.33302447787568
6.936642993750979,50.33299349157262
6.936557252643045,50.33292266823479
6.936507056453141,50.33286715350393
6.936467468995708,50.3328175950187
6.936434214636722,50.33274181262714
6.936421701849635,50.33266712546627
6.936418546966361,50.33260938650488
6.936440614999622,50.33254461113302
6.936459893088667,50.33249840532037
6.936488347185765,50.33245741863108
6.936521573576544,50.33240813773665
6.936559012103563,50.33237207104784
6.936604762426533,50.33233499528491
6.936654286415703,50.33230061046453
6.936697186469831,50.33227749005538
6.936756816697827,50.33224901283627
6.936822676825278,50.3322237432391
6.936960224490097,50.33218600448568
6.936958101975712,50.33217824951686
6.937112617337437,50.33213349490759
6.937432999599298,50.3320414725033
6.937504742500038,50.33202382561042
6.937541397174094,50.33201988828097
6.937747940305831,50.33196123117576
6.937960694575533,50.33189779631933
6.938060905338402,50.33186860159975
6.93818328062047,50.33183279970314
6.93833172312134,50.33179546987334
6.938456751020475,50.33175911300903
6.93850874725813,50.33174377353518
6.93859184409606,50.33171215791364
6.938622896087399,50.33169677168587
6.938666336460297,50.33167296314307
6.93872035651061,50.3316368959331
6.938761014245869,50.33160057599113
6.938777335405693,50.33157109415289
6.93880770661512,50.33153262327383
6.938851588275345,50.33143923784204
6.938862031840198,50.33138271585396
6.938863454343254,50.33132743345047
6.938854142938327,50.33128445930739
6.938838149915161,50.33123401232846
6.938793234621636,50.33114238756767
6.938740396121881,50.33104147829212
6.938609417363422,50.33076583369223
6.938417989497663,50.33039932294323
6.938379039584168,50.33032465508188
6.93833323669105,50.33023550116175
6.938311347374951,50.33018399353338
6.937932176987043,50.32941560609878
6.93778485537885,50.32912915422455
6.9376258769854,50.32880425557636
6.937512005076119,50.32857080022607
6.937397279491786,50.32835712573927
6.937326694859667,50.32822344678598
6.937333652640179,50.32821472288287
6.937217888409977,50.32797213601769
6.937196430091175,50.32788099027247
6.937187204192369,50.327806816707
6.937188448990074,50.32772041223805
6.937201343544999,50.3276439442031
6.937225205809243,50.32755287424757
6.937285994158138,50.32739206253066
6.93733987525656,50.32727518443004
6.937392184959689,50.3271675952516
6.937410694095954,50.32711796035636
6.937431839309294,50.32703207081375
6.9374386004505,50.3269392859881
6.937433458745959,50.32684882737932
6.937416465102306,50.3267625777186
6.937377592019754,50.32665267848415
6.937331673329883,50.32655760899903
6.937283337899105,50.32648487014123
6.937226168854746,50.32641534986011
6.937168157350346,50.32636018200592
6.937168848642729,50.32633110342486
6.937085745288551,50.3262774561218
6.937053732205727,50.32626711213999
6.937022489454801,50.32624608237767
6.936656023277576,50.32601159338496
6.936622055727204,50.32598175888736
6.936531814500313,50.32592355622798
6.93644698172375,50.32586767194181
6.936429179640003,50.32586870311354
6.936354696872149,50.32582004649053
6.935663626395964,50.32537489872035
6.93520973124502,50.32508966482443
6.934742857440943,50.32478543143029
6.934416960971612,50.3245798393251
6.934419028507075,50.32457574528547
6.934417664454545,50.32457064284985
6.934413501925563,50.32456804660335
6.934389785038069,50.32455347290337
6.9343554381439,50.32453232197079
6.934321834071035,50.32450795784737
6.934303556646341,50.32449209775397
6.934276755026398,50.32446407992988
6.934257259529602,50.32443978155102
6.934250865535068,50.32442921845231
6.934244490474128,50.32441878293022
6.934230073145118,50.32438410766386
6.934221242631358,50.3243561677208
6.934218393581181,50.32431696920119
6.934221420673858,50.32428768452939
6.934233548029038,50.32423418814011
6.93424719802783,50.32420897035635
6.934283838006181,50.32416278261483
6.934325382168391,50.3241260973556
6.934375834248625,50.3240921926068
6.934429760491316,50.32406227614092
6.934470041520109,50.32404637690913
6.934511679669857,50.32403375799504
6.934548866346375,50.32402656722396
6.934583250014188,50.32402030131733
6.934645414906083,50.32401340969286
6.934673245685204,50.32401260810787
6.934710956710306,50.32401286546437
6.934729468324248,50.32401338943954
6.934763114339302,50.32401661473101
6.934809446616517,50.32402259578097
6.934834255828681,50.32402790935551
6.934876185655492,50.32403713853562
6.934903819415332,50.32404765791615
6.934962939209893,50.3240697876236
6.935006594104252,50.32409024163187
6.935047130110144,50.32411991503084
6.935082334443892,50.32414922790689
6.93519322769995,50.32427153404993
6.935308308694124,50.32440203885277
6.93535204691255,50.32445456919142
6.935376001000124,50.32446113470913
6.93549608134737,50.32459513675425
6.935670434462535,50.32476967389086
6.935758946597836,50.32485801307799
6.935864524266284,50.32495709662287
6.936154437494588,50.32521417775985
6.936414363292853,50.32540732435984
6.93663844999141,50.325578824358
6.937104221871955,50.32587574648166
6.937402966329127,50.32604884655989
6.93796143168189,50.32633085442315
6.938430915033704,50.32653217325753
6.938573160226069,50.326593177894
6.938805920195287,50.32667639809417
6.940015531724169,50.32709814610886
6.940057874510705,50.32711924570376
6.940126389190695,50.32714318652019
6.94019158524577,50.32716655145384
6.940242837416917,50.32718969343733
6.940292356947932,50.32721976087545
6.940332126057838,50.32725539549688
6.940367401205101,50.32729108043823
6.940392738082137,50.32732884145568
6.940410299715925,50.32738436073022
6.940415142294743,50.32744766329452
6.940405588461598,50.32750713632954
6.940379561398073,50.32754593972967
6.940356921838946,50.32757536794997
6.940288708228226,50.32763553917575
6.940196805749199,50.32768051582917
6.940069805875981,50.32772030752776
6.93993497319652,50.32776125683384
6.93972433190601,50.32782495844409
6.939633398891232,50.32786210119278
6.939286155786622,50.32796813447298
6.939187953520143,50.32799752835794
6.939036418596693,50.32805596404876
6.938930198160786,50.3281126330356
6.93881344059553,50.32819403125913
6.938719124012007,50.32829354174343
6.938655893549681,50.32839130877832
6.938614373630418,50.32849129090646
6.938601767657193,50.32857391927107
6.938597673886971,50.32864990615179
6.938613490591576,50.32871066276018
6.938632428007052,50.32876957485355
6.938856422838795,50.3292216490962
6.93896642083089,50.32944215956255
6.939074815685283,50.32965747534183
6.939147637004996,50.32980634358337
6.939200132243732,50.32991088106215
6.93924715475168,50.33001188537844
6.939322599503425,50.33016228797864
6.939396987096771,50.33030935746987
6.939455020094638,50.33042705919887
6.939491180543853,50.3305093667402
6.939519321733312,50.33059941333011
6.939589615394343,50.33086734394718
6.939652319219876,50.33120005485974
6.939650670947857,50.33123813152682
6.939693336753066,50.33139234496015
6.939828253801799,50.33197193850821
6.939858717892189,50.3320171594277
6.939881444586935,50.33216411837851
6.939910732403627,50.33236332128072
6.939907584182903,50.33240719452938
6.939900894657269,50.33244477582011
6.93988425745853,50.33247545965024
6.939858904619802,50.33249974082968
6.939806240110089,50.3325427263518
6.939727161703466,50.3325720311624
6.939657529522785,50.33258211671023
6.939382638905696,50.33261026251403
6.939143608222729,50.33263190375819
6.939054840976155,50.33264144535786
6.939054265104545,50.33265025474793
6.939012176711675,50.33265346000475
6.938940467035417,50.33266162042609
6.938872680737783,50.33267393322163
6.938816143016757,50.33268708245036
6.938749378688152,50.33271192537365
6.938675370918139,50.3327498106718
6.938613330091283,50.33278881950478
6.938558374062076,50.33284092893965
6.938515674932384,50.33290015405579
6.938494885173309,50.33295323295546
6.938485027229828,50.33300165942215
6.938487379348148,50.33305687914234
6.938499424312075,50.33310763661067
6.938526289792835,50.33315969661508
6.938578266899393,50.33322316042092
6.93865171298061,50.33328208828319
6.938693805868265,50.33332206198553
6.93872909551597,50.33334871307624
6.938841666919188,50.33339866086624
6.938929729434968,50.33343379678639
6.939042357819627,50.33346633945732
6.939207280569684,50.33350532174946
6.939447785015542,50.33355368742802
6.939621875762521,50.33358451780807
6.939843816861559,50.33361904909583
6.940211516865304,50.33366278740229
6.940403149661116,50.3336820173956
6.940607351281429,50.33369590629174
6.940718342158219,50.33370020068702
6.940786333892602,50.33369186436789
6.940830493383505,50.33369382984466
6.940888573204678,50.33369239452929
6.940967496276416,50.33369037020148
6.941048729794009,50.33367960673829
6.941153862209902,50.33366074283669
6.94123882634357,50.33363916008874
6.941284516600408,50.33362376413844
6.941370279363959,50.33358952906912
6.941446052095768,50.33355639334224
6.941552636332224,50.33349284584722
6.941644719238824,50.33341830143613
6.941696559233101,50.33335327686743
6.94173267501085,50.33330003780448
6.941768475739851,50.33322506419355
6.941785741633007,50.33316358886979
6.941791725227047,50.33309747015281
6.941793022480112,50.33306052228653
6.941788117653866,50.33300608994146
6.941774557909239,50.33295627290584
6.94175334645021,50.33290505771228
6.941726684117249,50.33285461322379
6.941689579622272,50.33280513739728
6.94157171679961,50.33268975479945
6.941414383090489,50.33251201202548
6.941301690841177,50.33235849629754
6.941204779993331,50.33219879560566
6.941119463702798,50.33199582975963
6.941092928798085,50.33189205702141
6.94110515094396,50.33188474253196
6.941102563454978,50.33187118406114
6.941102209645235,50.33185288653705
6.941104249054657,50.33184163548473
6.94111484976071,50.33182646931418
6.941126966434714,50.33181849355276
6.941142380346821,50.33181167261267
6.941156732248648,50.33181025922619
6.941189596073949,50.33181581105281
6.941217116536578,50.33182698903236
6.941263852344801,50.33184208330915
6.941308073026957,50.331854278286
6.941318724643986,50.33185256904112
6.941477248111219,50.33191262244204
6.941760263771906,50.33202242347741
6.942077975374492,50.33216087989818
6.942477886738376,50.33234209254214
6.942689021525529,50.33244020098299
6.942798653462498,50.33249144790804
6.942888916824003,50.33255825468532
6.943528794270613,50.33295689615491
6.943731401242093,50.3330924950691
6.943928814313143,50.33322283762885
6.944190725924542,50.33339629477204
6.944690651138908,50.3337271595539
6.947054840990057,50.33527023056216
6.947242061712961,50.33537820523929
